id,name,field,old,new
usr_5ccc7d5b81ce446cb316,Sherwin Savio Joseph Nazareth,honours,"Director of multiple Monsher Group entities: Monsher Fire Protection Systems Private Limited (CIN U74999MH2001PTC130861, incorporated 14 February 2001, ROC Mumbai; authorised capital ₹20 lakh, paid-up ₹15 lakh; registered office 403, Tantia Jogani Estate, Off N.M. Joshi Marg, Lower Parel, Mumbai 400011; status Active; co-directors Mavis Walter Nazareth and Monisha Mary Teresa Nazareth); Monsher Fire Controls Pvt. Ltd. (2001); Monsher (India) Safety Equipments Pvt. Ltd. (2003); Sherwin Realty Pvt. Ltd.; Sherwin One Realty Pvt. Ltd.; DATC (India) Pvt. Ltd.; Monsher Group holds AAA rating for fire protection from the Director-General, Maharashtra Fire Service; second-generation entrepreneur — son of W.N.A. Nazareth (IIT graduate who founded Monsher in 1975); international tie-ups with Marioff (Finland), Firetrace (UK), Detectomat (Germany), Shanghai Jindun and Nanjing Fire Protection (China) and Reliable Sprinkler Systems (USA); operations in Korea, France, Australia, UAE; Malaysian subsidiary",Ltd. (2001); Monsher (India) Safety Equipments Pvt. Ltd. (2003); Sherwin Realty Pvt. Ltd. ; Sherwin One Realty Pvt. Ltd. ; DATC (India) Pvt
usr_13c5fc082e094fe9b288,Bu Abdullah,bio,"Dr. Bu Abdullah — legal name Yaqoub Mousa Mohammed Hussain Almaazmi, of the Emirati Almaazmi lineage — is Chairman of the Bu Abdullah Group of Companies, Dubai, a privately held cluster spanning real estate, legal services, investment and business consultancy. A former Ajman Municipality senior manager turned entrepreneur since 2005, he holds an honorary doctorate from India's Global Triumph Virtual University and, by his own account, oversees some 270 ventures. ""Bu Abdullah"" is a kunya — father of Abdullah — not a royal title. Honours, including Guinness and Atal recognitions, are largely self-reported.",Dr Bu Abdullah is a UAE-based entrepreneur and business leader with interests across multiple sectors. He is known for convening business networks and supporting cross-border commercial engagement.
usr_13c5fc082e094fe9b288,Bu Abdullah,honours,"Self-reported: Young Emirati Entrepreneur of the Year 2019 (privately organised Humanitarian & Tolerance Summit, Atlantis The Palm); Honorary DBA, GTVU India 2019; Guinness World Records 2019 (group mass- singing record, not individual); Atal Samman Award 2019; Veer Savarkar International Impact Award 2025 (HRDS India); Platinum Award, 3rd Asian Achievers Awards 2025 Dubai; Gulf Business Top Business Influencers 2025 editorial listing; former Senior Manager, Ajman Municipality and Planning Department (self-reported, approximately eight years) before founding Bu Abdullah Business Consultancy in 2001 and Bu Abdullah Group of Companies in 2005; named operating entities include Bu Abdullah Real Estate, Bu Abdullah Business Consultancy, Bu Abdullah Investment Group, Bu Abdullah Group Auctions, Bu Abdullah Events, Wafa Ali Al Hosany Lawyers & Advocates, and Yaqoub Almaazmi Advocates & Legal Consultants (Dubai Design District, established 2020)",
usr_13c5fc082e094fe9b288,Bu Abdullah,qualifications,"Honorary Doctor of Business Administration (honoris causa), Global Triumph Virtual University India, December 2019 — Khaleej Times confirms ""honourary"" status; GTVU is not UGC- recognised",Honorary Doctor of Business Administration.
usr_04b83ee1af9c49edaab4,Zahabiya Habil Khorakiwala,bio,"Ms. Zahabiya Habil Khorakiwala is Managing Director of Wockhardt Hospitals Limited and a Non-Executive Director of its listed parent, Wockhardt Limited, and of RPG Life Sciences Limited. An alumna of Aiglon College Switzerland, New York University, and the Indian School of Business Hyderabad, she assumed the managing directorship in 2010 aged twenty-seven, steering a rebuilt network across Mumbai, Nagpur and Rajkot towards tertiary and regenerative medicine. Youngest child of Dr. Habil and Mrs. Nafisa Khorakiwala, and sister to Dr. Huzaifa and Dr. Murtaza, she carries a family legacy from pharmacy bench to hospital bedside with measured, quiet resolve.","Ms. Zahabiya Habil Khorakiwala is Managing Director of Wockhardt Hospitals Limited and a Non-Executive Director of its listed parent, Wockhardt Limited, and of RPG Life Sciences Limited. An alumna of Aiglon College Switzerland, New York University, and the Indian School of Business Hyderabad, she assumed the managing directorship in 2010 aged twenty-seven, steering a rebuilt network across Mumbai, Nagpur and Rajkot towards tertiary and regenerative medicine. Youngest child of Dr. Habil and Mrs. Nafisa Khorakiwala, and sister to Dr. Huzaifa and Dr. Murtaza, she carries a family legacy from pharmacy bench to hospital bedside with measured, quiet resolve"
usr_04b83ee1af9c49edaab4,Zahabiya Habil Khorakiwala,qualifications,"Schooling: Aiglon College, Switzerland. Undergraduate: B.A. (Hons.), Psychology, New York University. Postgraduate: MBA, Indian School of Business (ISB), Hyderabad","Schooling: Aiglon College, Switzerland. Undergraduate: B. A. (Hons. ), Psychology, New York University. Postgraduate: MBA, Indian School of Business (ISB), Hyderabad"
usr_27e237ab54e840c8919d,Rasha Kirmani,bio,"Ms. Rasha Kirmani moves between stages with purposeful ease — from Pillai College lecture halls in Mumbai to Anupam Kher's acting studio, from Hyderabad's family-run Kirman's kitchen to the ramps of Maharashtra and Gujarat. Through Imtiaz Ali's short Jeena Abhi Baaki Hai, the Punjabi music videos Sunn Mahi and Pyaar Hai Mera, and the Telugu series Vikkatakavi as Yashodha, she sketches a multi-lingual arc. Her Fibonacci Eventkraft stages beauty pageants and brand activations; her Instagram hums with dance reels and endorsements. The paperwork remains private; the public footprint, though widening, still awaits first-tier verification.","Ms. Rasha Kirmani moves between stages with purposeful ease — from Pillai College lecture halls in Mumbai to Anupam Kher's acting studio, from Hyderabad's family-run Kirman's kitchen to the ramps of Maharashtra and Gujarat. Through Imtiaz Ali's short Jeena Abhi Baaki Hai, the Punjabi music videos Sunn Mahi and Pyaar Hai Mera, and the Telugu series Vikkatakavi as Yashodha, she sketches a multi-lingual arc. Her Fibonacci Eventkraft stages beauty pageants and brand activations; her Instagram hums with dance reels and endorsements"
usr_27e237ab54e840c8919d,Rasha Kirmani,honours,"Reported (not issuer-verified): Most Promising Artist, 5th Bright Awards (August 2023); Miss Perfect Magazine People's Choice Award (in relation to Vikkatakavi, 2024); Riiffs International Achievers' Award — Most Iconic Content Creator 2025. On-screen credits: Punjabi music videos Sunn Mahi and Pyaar Hai Mera (2021); Imtiaz Ali's short film Jeena Abhi Baaki Hai (2022) on domestic violence; the Telugu Zee5 series Vikkatakavi (2024) as ""Yashodha"". IMDb: nm16046589","On-screen credits: Punjabi music videos Sunn Mahi and Pyaar Hai Mera (2021); Imtiaz Ali's short film Jeena Abhi Baaki Hai (2022) on domestic violence; the Telugu Zee5 series Vikkatakavi (2024) as ""Yashodha"". IMDb: nm16046589"
usr_27e237ab54e840c8919d,Rasha Kirmani,qualifications,"Bachelor's degree in Commerce, Pillai College of Arts, Commerce & Science, Mumbai; Diploma in Acting, Anupam Kher's Actor Prepares, Mumbai. A ""PhD in Economics"" claim circulating on one aggregator (hire4event.com) is unsubstantiated and flagged accordingly","Bachelor's degree in Commerce, Pillai College of Arts, Commerce & Science, Mumbai; Diploma in Acting, Anupam Kher's Actor Prepares, Mumbai. A ""PhD in Economics"" claim circulating on one aggregator (hire4event. com) is unsubstantiated and flagged accordingly"
usr_e84279b4fde049198074,Radheshyam Laxmanrao Mopalwar,bio,"A Maharashtra ACB portal search (April 2026) surfaces no FIR or trap case against him; no Bombay High Court or Supreme Court judgment, PIL outcome or writ naming him personally as respondent for corruption was located. Net status at verification cut-off: one formal administrative removal in 2017 followed by exoneration and reinstatement; one abrupt reassignment in 2023; no FIR, no charge-sheet, no conviction, no pending criminal case independently verifiable in public court or ACB records. Political-party and hostile-blog allegations remain unadjudicated Mr. Radheshyam Laxmanrao Mopalwar, a 1995-batch IAS officer of the Maharashtra cadre, spent his career at the crossroads of governance and infrastructure — from Nanded's Gur-ta-Gaddi commemorations to the 701-kilometre Samruddhi Mahamarg, which he shepherded through a record land-pooling programme. Yet his record is not unshadowed: a 2017 audio-clip allegation triggered a one-hundred-and-forty-five-day leave before a government- appointed committee found the recording possibly tampered with and he was reinstated; a second, abrupt removal followed in November 2023. Now Chairman and Managing Director of Hazoor Multi Projects Limited, he carries both a builder's ledger and a public-record footnote.",Mr Radheshyam Laxmanrao Mopalwar is a senior public-administration and infrastructure professional associated with major development initiatives in Maharashtra.
usr_e84279b4fde049198074,Radheshyam Laxmanrao Mopalwar,honours,"Hazoor Multi Projects Limited — BSE scrip 532467, ISIN INE550F01049, CIN L99999MH1992PLC269813; incorporated 1 December 1992; RoC Mumbai; registered office C-45, 4th Floor, Plot 210, C Wing, Mittal Tower, Barrister Rajani Patel Marg, Nariman Point, Mumbai 400021. Business scope: infrastructure (EPC, NHAI highways and toll plazas; port and ship via subsidiary Square Port Shipyard Pvt. Ltd.), real estate (Pune residential; Lonavala bungalow scheme), and renewable energy (27 January 2025 announcement). Subsidiaries: Hazoor Infra Projects Pvt. Ltd.; Square Port Shipyard Pvt. Ltd.; Hazoor New & Renewable Energy Pvt. Ltd.; associate Rappture Projects Pvt. Ltd. (46.75%). Previous government roles: Vice-Chairman and Managing Director, Maharashtra State Road Development Corporation (MSRDC), 2016 to 28 November 2023; Director General, War Room (Infrastructure Projects), CMO Maharashtra, 27 July 2022 to 28 December 2023 (resignation). Historical roles included Collector, Nanded (2005–2009), who executed the Gur-ta-Gaddi tercentenary of 2008; Member Secretary, Maharashtra Jeevan Pradhikaran; General Manager, Transport Department, Pune; Member Secretary, Maharashtra Pollution Control Board","Business scope: infrastructure (EPC, NHAI highways and toll plazas; port and ship via subsidiary Square Port Shipyard Pvt. Ltd. ), real estate (Pune residential; Lonavala bungalow scheme), and renewable energy (27 January 2025 announcement). Subsidiaries: Hazoor Infra Projects Pvt. Ltd. ; Square Port Shipyard Pvt. Ltd. ; Hazoor New & Renewable Energy Pvt. Ltd. ; associate Rappture Projects Pvt. Ltd. (46. 75%). Previous government roles: Vice-Chairman and Managing Director, Maharashtra State Road Development Corporation (MSRDC), 2016 to 28 November 2023; Director General, War Room (Infrastructure Projects), CMO Maharashtra, 27 July 2022 to 28 December 2023 (resignation). Historical roles included Collector, Nanded (2005–2009), who executed the Gur-ta-Gaddi tercentenary of 2008; Member Secretary, Maharashtra Jeevan Pradhikaran; General Manager, Transport Department, Pune; Member Secretary, Maharashtra Pollution Control Board"
usr_e84279b4fde049198074,Radheshyam Laxmanrao Mopalwar,qualifications,Graduate in Economics; Post-graduate in Law (Zee News; mopalwar.com; mep.ltd),Graduate in Economics; Post-graduate in Law (Zee News; mopalwar. com; mep. ltd)
